,Index,Bankrupt?, ROA(C) before interest and depreciation before interest, ROA(A) before interest and % after tax, ROA(B) before interest and depreciation after tax, Operating Gross Margin, Realized Sales Gross Margin, Operating Profit Rate, Pre-tax net Interest Rate, After-tax net Interest Rate, Non-industry income and expenditure/revenue, Continuous interest rate (after tax), Operating Expense Rate, Research and development expense rate, Cash flow rate, Interest-bearing debt interest rate, Tax rate (A), Net Value Per Share (B), Net Value Per Share (A), Net Value Per Share (C), Persistent EPS in the Last Four Seasons, Cash Flow Per Share, Revenue Per Share (Yuan ¥), Operating Profit Per Share (Yuan ¥), Per Share Net profit before tax (Yuan ¥), Realized Sales Gross Profit Growth Rate, Operating Profit Growth Rate, After-tax Net Profit Growth Rate, Regular Net Profit Growth Rate, Continuous Net Profit Growth Rate, Total Asset Growth Rate, Net Value Growth Rate, Total Asset Return Growth Rate Ratio, Cash Reinvestment %, Current Ratio, Quick Ratio, Interest Expense Ratio, Total debt/Total net worth, Debt ratio %, Net worth/Assets, Long-term fund suitability ratio (A), Borrowing dependency, Contingent liabilities/Net worth, Operating profit/Paid-in capital, Net profit before tax/Paid-in capital, Inventory and accounts receivable/Net value, Total Asset Turnover, Accounts Receivable Turnover, Average Collection Days, Inventory Turnover Rate (times), Fixed Assets Turnover Frequency, Net Worth Turnover Rate (times), Revenue per person, Operating profit per person, Allocation rate per person, Working Capital to Total Assets, Quick Assets/Total Assets, Current Assets/Total Assets, Cash/Total Assets, Quick Assets/Current Liability, Cash/Current Liability, Current Liability to Assets, Operating Funds to Liability, Inventory/Working Capital, Inventory/Current Liability, Current Liabilities/Liability, Working Capital/Equity, Current Liabilities/Equity, Long-term Liability to Current Assets, Retained Earnings to Total Assets, Total income/Total expense, Total expense/Assets, Current Asset Turnover Rate, Quick Asset Turnover Rate, Working capitcal Turnover Rate, Cash Turnover Rate, Cash Flow to Sales, Fixed Assets to Assets, Current Liability to Liability, Current Liability to Equity, Equity to Long-term Liability, Cash Flow to Total Assets, Cash Flow to Liability, CFO to Assets, Cash Flow to Equity, Current Liability to Current Assets, Liability-Assets Flag, Net Income to Total Assets, Total assets to GNP price, No-credit Interval, Gross Profit to Sales, Net Income to Stockholder's Equity, Liability to Equity, Degree of Financial Leverage (DFL), Interest Coverage Ratio (Interest expense to EBIT), Net Income Flag, Equity to Liability
4326,4326,0,0.536635304,0.59174662,0.579902564,0.6068551,0.6068551,0.999110864,0.797637228,0.809495631,0.303660603,0.781762115,7050000000.0,2670000000.0,0.46745175,0.000323032,0.222289705,0.240107876,0.240107876,0.240107876,0.257823579,0.33086935,0.049306532,0.129712564,0.214958198,0.022102468,0.848046051,0.689469111,0.689469111,0.217601694,0.000100806,0.000465923,0.264217389,0.37920532,0.012862986,0.008023212,0.630784852,0.008159841,0.139583396,0.860416604,0.005780959,0.37465191,0.0054932,0.128576547,0.213166428,0.401368929,0.110944528,0.000882595,0.007166858,8310000000.0,0.000241323,0.029032258,0.016333005,0.400104023,0.008794868,0.812743081,0.274449143,0.425251516,0.096197757,0.008057244,0.008132129,0.062431174,0.348422241,0.277332466,0.01275764,0.417632628,0.736777797,0.329298668,0.01727517,0.944111288,0.002794511,0.008810315,0.000177014,0.000115918,0.593983953,0.000110927,0.671605394,0.203748629,0.417632628,0.329298668,0.124085649,0.680062027,0.466041684,0.599757657,0.321116403,0.022774003,0,0.825081765,0.006813748,0.62419436,0.606849829,0.842593798,0.280697046,0.026832676,0.565348886,1,0.026323304
4337,4337,0,0.489543216,0.546881814,0.541517212,0.600217645,0.600268093,0.998991619,0.79744701,0.809358403,0.3035777,0.781618676,8420000000.0,1340000000.0,0.463313287,0.000336034,0.183621824,0.180186254,0.180186254,0.180186254,0.219722038,0.320046686,0.021961069,0.098363325,0.175265497,0.0220421,0.84796408,0.689276801,0.689274348,0.217578651,6710000000.0,0.000453521,0.263795448,0.377267986,0.009646772,0.008074991,0.631360529,0.007262514,0.13099737,0.86900263,0.005526038,0.37408602,0.007348031,0.098343837,0.174240253,0.401963766,0.094452774,0.000482891,0.013090425,0.000143878,0.000188368,0.027096774,0.012317319,0.393206847,0.008345256,0.793296543,0.359652984,0.41242153,0.06396492,0.008175234,0.004211538,0.080292773,0.344022829,0.277192236,0.004154278,0.576291556,0.735085919,0.329981706,0.012129576,0.937243573,0.002328976,0.013492037,0.000174721,0.000156894,0.593963141,751000000.0,0.671577179,0.251745986,0.576291556,0.329981706,0.119432093,0.648307779,0.460316955,0.578926155,0.315466102,0.0302327,0,0.803768994,0.026344515,0.624669202,0.600218475,0.840690509,0.280046061,0.027012023,0.566029475,1,0.028275933
4342,4342,0,0.58972359,0.593872656,0.63290326,0.616793266,0.616793266,0.999254374,0.797733236,0.809640931,0.303528152,0.781889274,8640000000.0,2160000000.0,0.480942436,0.000578058,0.0,0.200412962,0.200412962,0.200412962,0.234565567,0.329631464,0.013929852,0.114241511,0.187617685,0.023624999,0.84878865,0.691196731,0.691196731,0.217732165,8110000000.0,0.000483092,0.265133537,0.386824261,0.012063613,0.009225976,0.630838619,0.002590759,0.065151011,0.934848989,0.005109911,0.37197791,0.005365848,0.114245933,0.186682754,0.396378461,0.065967016,0.00079535,0.007949039,0.000380235,4990000000.0,0.017741935,0.013289661,0.404943353,0.034676782,0.784738306,0.234020382,0.245598543,0.039526179,0.011153961,0.005370344,0.038663431,0.372939024,0.277060521,0.002703356,0.54259205,0.733733187,0.327489351,0.011482223,0.941416546,0.00278372,0.010085017,0.000161749,0.000159785,0.593974712,7180000000.0,0.671581964,0.626741564,0.54259205,0.327489351,0.114408321,0.649814264,0.461871784,0.635163503,0.315392315,0.024265359,0,0.82865728,0.009959922,0.623610934,0.616793526,0.841990186,0.276658108,0.026841052,0.565385581,1,0.05920083
4345,4345,0,0.486423244,0.560564762,0.540607099,0.611532308,0.611532308,0.999165518,0.797604026,0.80951438,0.303488271,0.781772361,9090000000.0,67900000.0,0.461662599,0.000530053,0.015487398,0.213138932,0.213138932,0.213138932,0.230783776,0.318384381,0.017620279,0.112042993,0.184153047,0.022136144,0.848066203,0.689402142,0.689402142,0.217593766,7330000000.0,0.000442865,0.263973394,0.368559294,0.012922269,0.000712426,0.631391693,0.006431757,0.122139251,0.877860749,0.009470296,0.374984063,0.005365848,0.111998632,0.18316869,0.412155038,0.050974513,0.008194942,0.000771934,631000000.0,0.001062879,0.017903226,0.244016862,0.558512924,0.044667434,0.875478958,0.058780817,0.857165469,0.027986225,0.000805004,0.00118877,0.124720556,0.34145814,0.277853862,0.031627079,0.966533859,0.740709588,0.331784869,0.00048202,0.938474085,0.002601051,0.007634251,0.000725854,4720000000.0,0.594183433,6230000000.0,0.671561459,0.035910159,0.966533859,0.331784869,0.111594046,0.636625086,0.457967174,0.567781596,0.313564596,0.022670504,0,0.812541729,0.022768669,0.621794692,0.611528373,0.841350312,0.279443279,0.026794412,0.56517387,1,0.030560013
4353,4353,0,0.541559011,0.595780637,0.579581348,0.600167198,0.600167198,0.999001672,0.797463887,0.809366085,0.303586159,0.781628361,7250000000.0,0.0,0.45751407,0.000538054,0.251543679,0.187097046,0.187097046,0.187097046,0.242507327,0.313114522,0.098461818,0.114078658,0.1996686,0.022262774,0.849169496,0.693028686,0.693028686,0.218049554,6080000000.0,0.000507223,0.264778423,0.370478,0.00546769,0.005157289,0.630768072,0.006449083,0.122350878,0.877649122,0.005404987,0.371634573,0.005365848,0.114042373,0.198748209,0.395930994,0.379310345,0.004688911,0.001349176,19100000.0,0.000719429,0.088387097,0.086829311,0.403823975,0.015555949,0.74600984,0.201220897,0.192774858,0.081654414,0.005606114,0.006545786,0.065861337,0.334699927,0.27697486,0.0,0.503578568,0.731598091,0.329144753,0.014272959,0.945076731,0.002429023,0.032335516,644000000.0,1290000000.0,0.593913287,2290000000.0,0.671564595,0.278952468,0.503578568,0.329144753,0.115462694,0.607372859,0.451912907,0.540856394,0.308910303,0.052345776,0,0.833637096,0.000486417,0.623724551,0.600163739,0.843019074,0.279456401,0.026828554,0.56533062,1,0.030504148
4357,4357,1,0.449276069,0.490187527,0.500669201,0.599655515,0.599648309,0.99896955,0.797176001,0.809116366,0.303150376,0.781359448,9620000000.0,0.0,0.460553752,0.000457046,0.0,0.140280646,0.140280646,0.140280646,0.200056727,0.313680413,0.015714567,0.095839101,0.141221662,0.033091588,0.84816542,0.689385003,0.689385003,0.217591752,6290000000.0,0.000379132,0.263856835,0.373840393,0.004749439,0.002219624,0.6295335,0.032886494,0.232487831,0.767512169,0.005158381,0.395686036,0.010834065,0.09583598,0.157393862,0.406908683,0.094452774,0.001330993,0.004749442,0.00011388,0.000170968,0.048870968,0.005831118,0.392110083,0.003990018,0.722140528,0.336912461,0.433154832,0.017510733,0.003621201,0.000557928,0.166430556,0.338928287,0.276439898,0.003269891,0.683642029,0.726558012,0.346301514,0.013609278,0.878007435,0.002073437,0.032329347,0.00017876,0.000142378,0.593883201,20000000.0,0.671575965,0.261141908,0.683642029,0.346301514,0.136464927,0.647081491,0.459734423,0.551784412,0.316338805,0.059826209,0,0.766319968,0.001613982,0.625686631,0.599650896,0.833757418,0.298628934,0.026524093,0.563454327,1,0.014273939
4369,4369,0,0.48232828,0.535979067,0.538840409,0.600750948,0.600750948,0.998985149,0.797319321,0.809261666,0.303368147,0.781522395,9850000000.0,0.0,0.466688475,0.000745075,0.0,0.186422822,0.186422822,0.186422822,0.210267562,0.323689609,0.022339187,0.097711913,0.165022219,0.022066721,0.847961421,0.688838541,0.688838541,0.217523058,6340000000.0,0.000434855,0.263973394,0.38119854,0.006167219,0.00240241,0.643422008,0.010696796,0.159718233,0.840281767,0.005100205,0.38141911,0.005727186,0.0977413,0.164052485,0.398380007,0.068965517,0.001641423,0.003851983,7170000000.0,5830000000.0,0.025,0.026370753,0.394088781,0.057316758,0.752222281,0.070941302,0.173857491,0.007730812,0.002518206,0.000767519,0.053088032,0.345722446,0.285198306,0.009774359,0.30784114,0.732069454,0.329221826,0.064258894,0.931377437,0.002170593,0.014838621,93100000.0,3730000000.0,0.593917143,1200000000.0,0.671570119,0.611181995,0.30784114,0.329221826,0.134388058,0.64111285,0.458984014,0.590752406,0.314199183,0.04665394,0,0.790785993,0.028736939,0.625379009,0.600752695,0.839522168,0.282536537,0.025005229,0.577499844,1,0.022555066
4376,4376,0,0.473407108,0.536851287,0.526848332,0.59569178,0.59569178,0.998907848,0.797387108,0.809314136,0.303648276,0.781570817,9450000000.0,2240000000.0,0.463571626,0.000388039,0.0,0.170620707,0.170620707,0.170620707,0.214805711,0.321284572,0.012644252,0.092093478,0.170294494,0.021994138,0.847487711,0.689134985,0.689134985,0.217562776,7160000000.0,0.000476354,0.263461314,0.380816661,0.005122605,0.003720584,0.634204668,0.008277478,0.140641533,0.859358467,0.005866665,0.375246878,0.005743638,0.092082336,0.169270794,0.398603741,0.062968516,0.000559991,0.011311732,0.00021553,0.000198959,0.022096774,0.012916587,0.389667805,0.007985364,0.737932464,0.272327076,0.297753363,0.057839032,0.004604914,0.002857887,0.107150872,0.345410006,0.276570984,0.001693155,0.720789944,0.730926318,0.3315646,0.008994247,0.931369142,0.002241484,0.01087741,0.000194611,0.000183321,0.593892871,0.000103257,0.671590247,0.151080199,0.720789944,0.3315646,0.115793799,0.655936834,0.461627747,0.586279747,0.31687618,0.055694991,0,0.796678569,0.004479286,0.622919444,0.595691621,0.84010487,0.280781896,0.032432104,0.569402216,1,0.026099492
4380,4380,1,0.433871204,0.443741823,0.469564752,0.595367474,0.595403508,0.998918709,0.797164795,0.809103086,0.303237146,0.781373904,7910000000.0,2000000000.0,0.466418392,0.000574057,0.0,0.147697105,0.147697105,0.147697105,0.16242791,0.33709415,0.061345796,0.083217979,0.122392107,0.022053273,0.848034064,0.68922169,0.68922169,0.217581246,4330000000.0,0.000312653,0.263424793,0.390065571,0.001297344,0.001006878,0.630039657,0.042598419,0.244731989,0.755268011,0.004835746,0.398026765,0.005365848,0.083215269,0.121363396,0.40233219,0.172413793,0.001929534,0.003276449,0.000423991,0.000141465,0.087580645,0.016509261,0.389622578,0.014164185,0.625403078,0.105000923,0.150583016,0.022392138,0.000928918,0.000631423,0.188115852,0.351831404,0.276920005,0.001310558,0.735694793,0.702819626,0.3541627,0.02341479,0.909091383,0.002000199,0.050010667,1760000000.0,1370000000.0,0.593849385,121000000.0,0.671569874,0.695297606,0.735694793,0.3541627,0.130287981,0.63710598,0.458661028,0.65218721,0.31150781,0.189435463,0,0.728678402,0.002044112,0.613400507,0.595366419,0.822486352,0.305672238,0.026635678,0.564289148,1,0.013355245
4382,4382,0,0.521864184,0.570976886,0.5832218,0.604505686,0.604116519,0.999041305,0.797489342,0.809419726,0.303547729,0.781672852,9630000000.0,2160000000.0,0.466921651,0.000308031,0.0,0.174834605,0.174834605,0.174834605,0.226056538,0.326731273,0.024002904,0.10422604,0.179332681,0.022221149,0.848281801,0.69111545,0.69111545,0.217696646,844000000.0,0.000480497,0.264590375,0.387802243,0.007799664,0.005681939,0.630925946,0.008029437,0.138404329,0.861595671,0.005478235,0.374615004,0.005365848,0.104206361,0.178402835,0.401691802,0.11844078,0.000732452,0.008643267,0.000197761,0.000211063,0.032096774,0.010933713,0.394868954,0.006148109,0.7796142,0.411217675,0.455902562,0.059621078,0.006853977,0.002896636,0.108982822,0.353104251,0.277266379,0.002798054,0.745185156,0.734172323,0.331578835,0.007976192,0.937928888,0.002443547,0.015839588,0.000165768,0.000154337,0.593943079,6040000000.0,0.671569243,0.241980886,0.745185156,0.331578835,0.117387543,0.639031279,0.45855811,0.620482922,0.313883825,0.03719258,0,0.815758093,0.002086396,0.623386758,0.604502486,0.841763573,0.280602049,0.026905189,0.565649167,1,0.026581489
4384,4384,0,0.574026227,0.640590929,0.629423417,0.596225083,0.596225083,0.998948982,0.798408614,0.810208462,0.305347178,0.782536573,6200000000.0,781000000.0,0.475663253,0.000265027,0.069440227,0.236146812,0.236146812,0.236146812,0.272478018,0.322840772,0.013400487,0.094454849,0.21955261,0.022945672,0.848130269,0.689439594,0.689439594,0.217598986,8140000000.0,0.000493623,0.264143569,0.374157073,0.015000889,0.012650236,0.630666018,0.002474945,0.062853342,0.937146658,0.007733428,0.371079867,0.005365848,0.094451773,0.218626046,0.395423239,0.043478261,0.00069796,0.00904802,0.00017636,0.000230732,0.01483871,0.008207629,0.391612582,0.004326386,0.771345928,0.104876919,0.121737319,0.024903322,0.012611542,0.008214167,0.015645159,0.350685807,0.277114527,0.006520396,0.221737817,0.733010576,0.32670328,0.024482059,0.970437218,0.003918982,0.005871601,0.00012182,0.000109998,0.593970232,6870000000.0,0.671588517,0.083336044,0.221737817,0.32670328,0.114673041,0.650534714,0.462242021,0.585765598,0.315469796,0.019550473,0,0.8540611,0.003730234,0.62213057,0.596223812,0.843470596,0.276573752,0.026806836,0.565232064,1,0.061383619
4393,4393,0,0.503826842,0.568469254,0.551153702,0.599122213,0.599064558,0.999005601,0.797459322,0.809367126,0.303569965,0.781628361,5090000000.0,866000000.0,0.455940548,0.000168017,0.203563114,0.184147318,0.184147318,0.184147318,0.228892881,0.30459079,0.050743379,0.105854572,0.184379001,0.022091817,0.848017171,0.689396054,0.689392735,0.217591828,8550000000.0,0.000454045,0.263965623,0.347388324,0.008225247,0.008369443,0.630779715,0.007557975,0.133929921,0.866070079,0.00740473,0.375624884,0.005569977,0.105826697,0.183455245,0.406266956,0.218890555,0.000610715,0.010356208,0.005417111,0.001772474,0.048387097,0.113329319,0.408934669,0.008342994,0.79481548,0.618299316,0.596471117,0.090629776,0.008305167,0.003554873,0.135103237,0.324990575,0.276987619,0.000150402,0.95742294,0.735257263,0.332688536,0.0,0.938210494,0.002511553,0.01174628,0.000113817,0.00012437,0.593938272,502000000.0,0.671571192,0.057951345,0.95742294,0.332688536,0.110933234,0.640350352,0.458785206,0.496472254,0.314127066,0.035322705,0,0.815317958,0.001519389,0.624145934,0.599121949,0.841679333,0.280260277,0.026834019,0.565354805,1,0.027583088
4394,4394,1,0.459220982,0.524040558,0.512232989,0.594654002,0.594654002,0.99893165,0.797336337,0.809268827,0.303509782,0.781527869,5400000000.0,0.0,0.462147404,0.000517052,0.0,0.159285323,0.159285323,0.159285323,0.20884939,0.320329631,0.034272577,0.090546372,0.16457031,0.022345804,0.848125105,0.689617016,0.689617016,0.217619912,628000000.0,0.000426046,0.264440404,0.383005477,0.005966284,0.003615155,0.625989028,0.020763458,0.206064637,0.793935363,0.005071785,0.380583695,0.005365848,0.090567851,0.163562326,0.416289423,0.127436282,0.00050318,0.012572102,986000000.0,0.000247375,0.052419355,0.021033151,0.389905249,0.010804077,0.751314675,0.484530217,0.649495962,0.04394549,0.004335334,0.001164849,0.200152617,0.342782059,0.306561778,0.004566591,0.930716374,0.732027034,0.343406519,0.001202973,0.923606473,0.002114872,0.011804197,0.000198977,0.000151178,0.593915195,372000000.0,0.671566397,0.264909992,0.930716374,0.343406519,0.113330943,0.633906917,0.458149444,0.578703697,0.311822904,0.04815782,0,0.787987522,0.00142177,0.622855567,0.594648971,0.838838135,0.289837573,0.026136674,0.556960431,1,0.016618666
4402,4402,0,0.504850583,0.568251199,0.561807377,0.599972614,0.599979821,0.999005485,0.797497642,0.809419466,0.303637158,0.78168408,6560000000.0,1710000000.0,0.463387098,0.00030103,0.0,0.181956091,0.181956091,0.181956091,0.22530018,0.320647945,0.02035785,0.099421871,0.179257362,0.022087708,0.848007042,0.689386186,0.689385897,0.21762906,8050000000.0,0.000516406,0.263972617,0.379261205,0.007309182,0.005572767,0.631058479,0.004629807,0.099343955,0.900656045,0.005550148,0.374384622,0.005832602,0.09944306,0.177580876,0.399362024,0.107946027,0.000590425,0.010708019,0.000192984,0.000264774,0.027096774,0.026359003,0.395875263,0.01517756,0.770603887,0.351279006,0.4008554,0.045224781,0.006247334,0.002342771,0.1021816,0.346465248,0.277412924,0.003097842,0.966689672,0.733166395,0.330243138,0.000567477,0.938919543,0.002540593,0.010024127,0.000157659,0.000142664,0.593935906,4970000000.0,0.67157611,0.228607688,0.966689672,0.330243138,0.111258264,0.647417186,0.460409667,0.583525974,0.315197423,0.039608602,0,0.814183957,0.002667862,0.623877894,0.599969414,0.841314598,0.278137084,0.026946221,0.565803165,1,0.03824355
4410,4410,0,0.56569005,0.639609682,0.624819316,0.602768849,0.602768849,0.999052513,0.797495291,0.80941569,0.303534677,0.781676782,6330000000.0,3920000000.0,0.468043918,0.000761076,0.0,0.222788757,0.222788757,0.222788757,0.270114399,0.345370305,0.111227067,0.142903672,0.217744973,0.022211478,0.848144151,0.689693623,0.689693623,0.217623814,0.000152598,0.000703539,0.265234554,0.402974926,0.011219934,0.008555348,0.630685539,0.007470431,0.133053179,0.866946821,0.006070447,0.370063277,0.00570525,0.142866448,0.215187392,0.407385625,0.352323838,0.001160561,0.005448793,0.000209225,0.001364722,0.077580645,0.02046032,0.398204473,0.002260831,0.855805022,0.668575852,0.83187212,0.200813982,0.008729488,0.007656131,0.13901015,0.360479348,0.277224116,0.006782938,0.991727684,0.739816255,0.332841722,0.0,0.94953728,0.002630046,0.019833525,0.000119692,992000000.0,0.593956971,8370000000.0,0.671601486,0.115630863,0.991727684,0.332841722,0.110933234,0.733500466,0.476564258,0.650268725,0.329910169,0.02606442,0,0.842413064,0.005824739,0.624090905,0.602766467,0.843951491,0.280196928,0.026814233,0.565266078,1,0.027782375
4425,4425,0,0.506459318,0.566016136,0.555168906,0.597969126,0.598091642,0.998962155,0.797488374,0.809388088,0.303711359,0.781651659,7870000000.0,1260000000.0,0.461630726,0.000242024,0.204777812,0.19143736,0.19143736,0.19143736,0.226907441,0.318066068,0.032034121,0.095431968,0.18656323,0.022066232,0.8479266,0.689742126,0.689742126,0.217623681,0.000100734,0.000558878,0.26428033,0.375339965,0.008482345,0.007455517,0.631094095,0.006480088,0.122683436,0.877316564,0.006186603,0.376286953,0.00751438,0.095420718,0.181456904,0.396340949,0.139430285,0.00143447,0.00441044,0.000463925,0.000412291,0.034677419,0.049748102,0.392200538,0.014600377,0.782124209,0.379183795,0.391962164,0.124188004,0.007988856,0.007590057,0.086535696,0.341141721,0.277099195,0.001630471,0.663815879,0.73414683,0.330081966,0.010504937,0.936575764,0.002438839,0.012801956,0.000126956,0.00012835,0.593942787,0.000114733,0.671603046,0.138616502,0.663815879,0.330081966,0.117602994,0.685989128,0.468165703,0.566531309,0.321429044,0.034279727,0,0.811606363,0.001942738,0.624067645,0.597967575,0.8412803,0.279478499,0.026923712,0.565720002,1,0.030410764
4443,4443,0,0.484912007,0.544265155,0.53257669,0.602040963,0.602040963,0.999011609,0.797417958,0.80933002,0.303485129,0.781588641,9260000000.0,0.0,0.463875259,0.000125013,0.35489422,0.180944756,0.180944756,0.180944756,0.219343859,0.321956568,0.045525357,0.106017425,0.175943361,0.022096684,0.848063427,0.68940067,0.68940067,0.21760479,5940000000.0,0.000446708,0.263941534,0.383890317,0.010725708,0.009112437,0.630865673,0.006114409,0.118541585,0.881458415,0.008252392,0.371876139,0.005365848,0.10563128,0.174971722,0.403864833,0.196401799,0.000693902,0.009107793,0.000251261,0.001997154,0.045806452,0.024243938,0.396056172,0.001461028,0.833052652,0.634893989,0.687473754,0.200207764,0.00960522,0.008824308,0.120179141,0.347823358,0.277106488,0.003246655,0.958764715,0.737606648,0.331471569,0.000592633,0.936748661,0.002279043,0.026964465,0.000127824,0.000122883,0.593957148,0.000106913,0.671592805,0.049236319,0.958764715,0.331471569,0.111572986,0.692612528,0.469880612,0.592288054,0.322300963,0.027246832,0,0.803697213,0.001627659,0.624084138,0.602040607,0.840639749,0.279213777,0.026844908,0.565402287,1,0.031589332
4453,4453,0,0.44571735,0.544374182,0.496707533,0.596794419,0.596823246,0.998950831,0.797406753,0.809333275,0.303592685,0.781472711,6980000000.0,0.0,0.464051399,0.000724072,0.0,0.175213855,0.175213855,0.175213855,0.203365794,0.3250336,0.026997595,0.093966289,0.172403404,0.023602653,0.848138598,0.689852145,0.689852145,0.217605298,5900000000.0,0.000434131,0.264304419,0.393260311,0.007338511,0.004109237,0.633284133,0.010710475,0.159808931,0.840191069,0.007441215,0.375905592,0.005550478,0.094020226,0.171397331,0.405578338,0.100449775,0.00052347,0.012090497,7700000000.0,0.001395738,0.032580645,0.048417373,0.390357522,0.005605407,0.784010525,0.498270425,0.660772929,0.063249355,0.005377974,0.002008876,0.166960628,0.348630838,0.277724942,0.005416138,0.996613607,0.734916903,0.335733643,0.0,0.931731061,0.002271629,0.018435948,0.000254962,0.000195391,0.59394854,6640000000.0,0.671586391,0.048146897,0.996613607,0.335733643,0.110933234,0.660307666,0.462051545,0.605783258,0.318080753,0.039457458,0,0.800444518,0.007897197,0.623522134,0.596793787,0.840492292,0.282546691,0.028045691,0.567893404,1,0.022539156
4455,4455,0,0.458050992,0.518153075,0.509877402,0.596498941,0.596498941,0.998923215,0.797231475,0.8091122,0.303344219,0.781472711,9200000000.0,0.0,0.460775186,0.000236024,0.0,0.169988622,0.169988622,0.169988622,0.211402099,0.31665134,0.007456479,0.093884863,0.165926038,0.022026108,0.777860419,0.689399805,0.689487203,0.217610766,5490000000.0,0.000459984,0.264026233,0.374408554,0.00336286,0.002162855,0.629638635,0.006094347,0.118269492,0.881730508,0.005597145,0.375440354,0.005365848,0.094077222,0.165545585,0.397075117,0.03898051,0.000726365,0.008701333,3520000000.0,5370000000.0,0.016612903,0.010469574,0.390628887,0.012153669,0.706557161,0.141694785,0.221277846,0.010282547,0.002128158,0.000458286,0.118842893,0.338911945,0.276707495,0.003544141,0.94988803,0.728888496,0.331405611,0.0,0.911477911,0.002020711,0.010795246,0.000215008,0.00014097,0.593803478,2690000000.0,0.671560505,0.193662391,0.94988803,0.331405611,0.110933234,0.637094892,0.458026501,0.557861331,0.313659179,0.082572391,0,0.782713014,0.009710607,0.621157262,0.596494263,0.839018012,0.279198593,0.026545711,0.563634,1,0.031661124
4464,4464,0,0.502656852,0.559856084,0.547192034,0.596044913,0.596044913,0.998970821,0.797394302,0.80931661,0.303529118,0.781575729,3740000000.0,0.0,0.458025717,0.000288029,0.272902116,0.175761662,0.175761662,0.175761662,0.231918313,0.295960954,0.345538969,0.111717287,0.198011599,0.022120436,0.848003042,0.689352138,0.689352138,0.217589791,7320000000.0,0.000822846,0.263849842,0.356851459,0.008353172,0.004705005,0.631058136,0.019488596,0.201983251,0.798016749,0.005229738,0.380646323,0.005365848,0.111713648,0.186780786,0.415729419,0.95802099,0.002929808,0.002158682,0.00080308,0.003308165,0.449516129,0.19596375,0.398634133,0.014588264,0.805236252,0.469200965,0.709370081,0.130019033,0.005351665,0.004360663,0.1580869,0.333073075,0.277625806,0.008102966,0.746902451,0.738975655,0.339212011,0.007635491,0.936326699,0.002290367,0.041474591,1780000000.0,1230000000.0,0.593920813,1550000000.0,0.67156893,0.272238612,0.746902451,0.339212011,0.126834517,0.606425928,0.454633034,0.515432031,0.303938211,0.034796018,0,0.810619042,0.000247205,0.623693931,0.596046769,0.842163061,0.288912973,0.026902504,0.565638713,1,0.017033616
4467,4467,0,0.47540584,0.537832534,0.526901868,0.59667911,0.596707938,0.998935926,0.79741533,0.80933002,0.303639091,0.781585694,8290000000.0,1290000000.0,0.461092239,0.000445045,0.376353882,0.170030761,0.170030761,0.170030761,0.215467524,0.317287968,0.010874662,0.093966289,0.171273631,0.022146922,0.848101706,0.690005734,0.689917586,0.217667311,6360000000.0,0.000473559,0.263999814,0.375777728,0.007285469,0.004928963,0.632973521,0.006398928,0.121776461,0.878223539,0.006176815,0.374128518,0.008578288,0.093946944,0.170303899,0.397560097,0.058470765,0.000584339,0.010825004,0.000162985,0.000211063,0.020322581,0.012810834,0.390877637,0.007571288,0.764304696,0.235642632,0.27739152,0.072044269,0.006046175,0.005335311,0.071333311,0.340156161,0.27748652,0.003555476,0.548991052,0.732883912,0.329380447,0.015114143,0.931824208,0.002281637,0.00745995,0.000185644,0.000162325,0.593939019,0.000131932,0.671583456,0.140788999,0.548991052,0.329380447,0.117738862,0.650812632,0.460913944,0.562607193,0.315816225,0.039733963,0,0.798202313,0.004317989,0.623725474,0.596677837,0.840217951,0.279419888,0.027739241,0.567541251,1,0.030660359
4476,4476,0,0.51772047,0.570268208,0.563092243,0.601212182,0.601212182,0.999017155,0.797527109,0.809410482,0.303664228,0.781668922,7380000000.0,0.0,0.464163794,0.000261026,0.254175524,0.182883149,0.182883149,0.182883149,0.228514702,0.322593195,0.030309905,0.103167495,0.188747458,0.022104491,0.848019159,0.689475055,0.689475055,0.217602182,7010000000.0,0.000571455,0.264062755,0.381664245,0.007890771,0.005997602,0.630866358,0.006853063,0.126734589,0.873265411,0.006128483,0.37218928,0.005951423,0.103172277,0.185016213,0.399325851,0.128935532,0.000971869,0.00651191,0.000239606,0.000450116,0.037258065,0.017575606,0.39524208,0.004571323,0.776738533,0.346360118,0.395290417,0.086480501,0.006736582,0.004888822,0.093595421,0.346495563,0.277306226,0.003335777,0.696265334,0.733810613,0.330500447,0.006004258,0.938523864,0.00254282,0.011567628,0.000119841,0.000109307,0.593936614,7530000000.0,0.671592667,0.130382269,0.696265334,0.330500447,0.11486832,0.673208055,0.465333262,0.588669505,0.319506369,0.036776315,0,0.817141889,0.003125397,0.623963461,0.601210171,0.841758422,0.279748874,0.026853366,0.565438531,1,0.029334134
