,Bankrupt?, ROA(C) before interest and depreciation before interest, ROA(A) before interest and % after tax, ROA(B) before interest and depreciation after tax, Operating Gross Margin, Realized Sales Gross Margin, Operating Profit Rate, Pre-tax net Interest Rate, After-tax net Interest Rate, Non-industry income and expenditure/revenue, Continuous interest rate (after tax), Operating Expense Rate, Research and development expense rate, Cash flow rate, Interest-bearing debt interest rate, Tax rate (A), Net Value Per Share (B), Net Value Per Share (A), Net Value Per Share (C), Persistent EPS in the Last Four Seasons, Cash Flow Per Share, Revenue Per Share (Yuan ¥), Operating Profit Per Share (Yuan ¥), Per Share Net profit before tax (Yuan ¥), Realized Sales Gross Profit Growth Rate, Operating Profit Growth Rate, After-tax Net Profit Growth Rate, Regular Net Profit Growth Rate, Continuous Net Profit Growth Rate, Total Asset Growth Rate, Net Value Growth Rate, Total Asset Return Growth Rate Ratio, Cash Reinvestment %, Current Ratio, Quick Ratio, Interest Expense Ratio, Total debt/Total net worth, Debt ratio %, Net worth/Assets, Long-term fund suitability ratio (A), Borrowing dependency, Contingent liabilities/Net worth, Operating profit/Paid-in capital, Net profit before tax/Paid-in capital, Inventory and accounts receivable/Net value, Total Asset Turnover, Accounts Receivable Turnover, Average Collection Days, Inventory Turnover Rate (times), Fixed Assets Turnover Frequency, Net Worth Turnover Rate (times), Revenue per person, Operating profit per person, Allocation rate per person, Working Capital to Total Assets, Quick Assets/Total Assets, Current Assets/Total Assets, Cash/Total Assets, Quick Assets/Current Liability, Cash/Current Liability, Current Liability to Assets, Operating Funds to Liability, Inventory/Working Capital, Inventory/Current Liability, Current Liabilities/Liability, Working Capital/Equity, Current Liabilities/Equity, Long-term Liability to Current Assets, Retained Earnings to Total Assets, Total income/Total expense, Total expense/Assets, Current Asset Turnover Rate, Quick Asset Turnover Rate, Working capitcal Turnover Rate, Cash Turnover Rate, Cash Flow to Sales, Fixed Assets to Assets, Current Liability to Liability, Current Liability to Equity, Equity to Long-term Liability, Cash Flow to Total Assets, Cash Flow to Liability, CFO to Assets, Cash Flow to Equity, Current Liability to Current Assets, Liability-Assets Flag, Net Income to Total Assets, Total assets to GNP price, No-credit Interval, Gross Profit to Sales, Net Income to Stockholder's Equity, Liability to Equity, Degree of Financial Leverage (DFL), Interest Coverage Ratio (Interest expense to EBIT), Net Income Flag, Equity to Liability
4075,0,0.50397309,0.57015918,0.557203276,0.608620764,0.608620764,0.999105087,0.797760074,0.809660982,0.303887316,0.781946256,0.000104651,5770000000.0,0.457119851,0.000308031,0.010021257,0.241456323,0.241456323,0.241456323,0.240049163,0.308056872,0.015064204,0.105366013,0.191534232,0.022091595,0.849034187,0.697920814,0.697920814,0.218498626,0.000242146,0.000554861,0.265377532,0.371642264,0.00580591,0.001192159,0.631068068,0.011131781,0.162681017,0.837318983,0.006034629,0.37990485,0.005365848,0.105313726,0.189570922,0.39676966,0.037481259,0.0,0.0,4660000000.0,0.0001339,0.015806452,0.014831896,0.3990751,0.026503932,0.749517488,0.051216998,0.153567261,0.034326557,0.001969781,0.003624334,0.049890105,0.336868439,0.261683034,0.010258121,0.283102795,0.731825521,0.329101843,0.07076003,0.935867384,0.002851831,0.003861926,0.000261785,9160000000.0,0.593910435,0.000153539,0.671500042,0.174281256,0.283102795,0.329101843,0.134363839,0.622029589,0.455991623,0.544718892,0.310250582,0.049428574,0,0.810024841,0.003903331,0.621167529,0.608620276,0.841484744,0.282851839,0.026901895,0.565636334,1,0.022079504
4076,0,0.486715741,0.550806803,0.532897907,0.597688061,0.597688061,0.99898746,0.797406061,0.809323901,0.303514616,0.781580501,4690000000.0,815000000.0,0.463647115,0.00050305,0.305496508,0.20007585,0.20007585,0.20007585,0.223220195,0.327120323,0.122479846,0.110577315,0.181441591,0.022065347,0.847997184,0.689270367,0.689270367,0.217575688,5600000000.0,0.000421679,0.263835855,0.380807347,0.010027426,0.007518525,0.632112231,0.011778331,0.166822868,0.833177132,0.006819499,0.378428614,0.008028663,0.110565571,0.180476585,0.413335334,0.28185907,0.000827813,0.007643339,0.000153814,0.002210486,0.078870968,0.122600355,0.402942041,0.007001594,0.83899693,0.624389269,0.809311385,0.15542109,0.007493852,0.005459154,0.150925968,0.346519687,0.277302075,0.006894761,0.862086054,0.740266451,0.335280058,0.002613137,0.935003821,0.002298461,0.020835063,9980000000.0,7950000000.0,0.593945757,5670000000.0,0.671578419,0.068249555,0.862086054,0.335280058,0.11547094,0.664621882,0.462599002,0.596180367,0.31918794,0.029107893,0,0.804303795,0.007659075,0.623949453,0.597686389,0.840925021,0.283321314,0.027272323,0.566734886,1,0.021435724
4077,0,0.546677717,0.599978195,0.600299802,0.612858358,0.612908805,0.999101967,0.797636536,0.809525186,0.303678005,0.781807449,0.000176577,362000000.0,0.475413301,0.000362036,0.096770928,0.191521638,0.191521638,0.191521638,0.242790962,0.332142605,0.026211111,0.112450126,0.194772916,0.022123091,0.848066673,0.689695931,0.689695931,0.217634665,7450000000.0,0.000514859,0.264432633,0.386945345,0.007304813,0.006446767,0.630828002,0.005476067,0.110741603,0.889258397,0.005339665,0.372850231,0.006082432,0.112316185,0.193002036,0.397675313,0.109445277,0.000921145,0.006865428,0.000321767,0.000153569,0.028870968,0.014353069,0.398690667,0.012211976,0.761926145,0.205466229,0.22584977,0.033591095,0.006495339,0.003045768,0.058173712,0.361612428,0.277321874,0.002445347,0.489630007,0.73266937,0.328635617,0.019734533,0.943531167,0.002501361,0.023093264,7990000000.0,7740000000.0,0.593926231,3550000000.0,0.671582272,0.350755402,0.489630007,0.328635617,0.1177801,0.65512365,0.462053524,0.64044986,0.316385763,0.039633912,0,0.832646979,0.011370451,0.623767766,0.612856828,0.842761017,0.278750521,0.026848252,0.565416685,1,0.034020764
4085,0,0.571198752,0.613552115,0.606456448,0.609009931,0.609009931,0.999113868,0.797564322,0.809436001,0.303527185,0.781710326,0.000102107,1210000000.0,0.472100182,0.000370037,0.258224517,0.195440563,0.195440563,0.195440563,0.248558192,0.337058782,0.05248272,0.132643922,0.204790239,0.02213684,0.84807732,0.689485991,0.689485991,0.217600884,8390000000.0,0.00050887,0.26429898,0.404744607,0.008781252,0.008215355,0.630651635,0.004655341,0.099706745,0.900293255,0.005094393,0.371015002,0.005365848,0.132664029,0.203830782,0.39788431,0.227886057,0.00139592,0.004529133,0.00054494,0.000291252,0.046290323,0.033368095,0.40896859,0.020131645,0.793284306,0.468238206,0.492309404,0.240350485,0.008124056,0.01213696,0.104836449,0.372462682,0.277114955,0.002052808,0.988652625,0.734584023,0.330356232,6100000000.0,0.950197769,0.002494473,0.028090781,8660000000.0,8750000000.0,0.59393638,0.000127015,0.671574633,0.498134005,0.988652625,0.330356232,0.110976058,0.648648744,0.460716211,0.668680093,0.315372082,0.033141994,0,0.839455075,0.001401851,0.623895652,0.609005399,0.843085979,0.278155238,0.026798851,0.565194819,1,0.038097171
4090,0,0.548237703,0.59305495,0.589967343,0.604988541,0.604974128,0.999044887,0.797473433,0.809377933,0.303512441,0.781644641,0.00010627,3040000000.0,0.466371422,0.000284028,0.193845531,0.180902617,0.180902617,0.180902617,0.23938735,0.329100941,0.069679508,0.122547024,0.197409053,0.022175699,0.848167514,0.689588306,0.689588306,0.217620801,7110000000.0,0.000585405,0.264402328,0.393111285,0.010707611,0.008303316,0.630779373,0.007215094,0.13051365,0.86948635,0.0089525,0.372814444,0.005365848,0.12256746,0.192428927,0.404205122,0.302848576,0.001347225,0.004697353,0.000206932,0.003485942,0.077580645,0.012734456,0.395513444,0.000446597,0.833407084,0.554336291,0.691903186,0.252715846,0.008312155,0.011050469,0.121141873,0.353842417,0.277240923,0.006538545,0.879222892,0.738040641,0.331897162,0.002310151,0.942582044,0.002373113,0.04040179,8550000000.0,7140000000.0,0.593944471,9440000000.0,0.671585013,0.040943817,0.879222892,0.331897162,0.11362267,0.68694899,0.467836791,0.620525073,0.321909961,0.027290671,0,0.829813172,0.000174785,0.623876308,0.60498947,0.842847418,0.280011856,0.026834448,0.565356694,1,0.02839172
4095,0,0.490908205,0.553041867,0.543230366,0.603712939,0.603712939,0.998986882,0.797430686,0.809355669,0.303559089,0.781616711,0.000144199,4750000000.0,0.457109786,0.000267027,0.0,0.201845687,0.201845687,0.201845687,0.224260187,0.310108227,0.042243296,0.10039899,0.177976953,0.022132668,0.848207441,0.68944851,0.68944851,0.21759883,658000000.0,0.000476204,0.264070526,0.365029246,0.007755982,0.007169798,0.630920809,0.00468817,0.100160232,0.899839768,0.005805737,0.372364863,0.005915472,0.10022473,0.176472363,0.400263657,0.152923538,0.000718249,0.008792701,0.000458766,0.000445577,0.03516129,0.026126933,0.394213157,0.007864429,0.773419938,0.351640002,0.364357277,0.020172436,0.007297921,0.001214988,0.087817659,0.330055332,0.277139047,0.001538638,0.822498291,0.733347749,0.329686649,0.00342474,0.935436017,0.00230555,0.02734533,8770000000.0,9000000000.0,0.593930448,1450000000.0,0.671559854,0.182801996,0.822498291,0.329686649,0.112726696,0.620522766,0.453651483,0.529728301,0.311401866,0.037397573,0,0.808050828,0.001085814,0.623815545,0.603708476,0.840889536,0.278178861,0.026895837,0.565612546,1,0.037908967
4098,0,0.489250719,0.55031618,0.536913111,0.601298664,0.601298664,0.998977985,0.797401219,0.809321036,0.303526218,0.781580501,0.000114249,3090000000.0,0.460211536,0.000607061,0.286769916,0.174539632,0.174539632,0.174539632,0.224354732,0.313503572,0.137619674,0.106424558,0.180462454,0.022078811,0.847990384,0.689250775,0.689250775,0.217576697,6020000000.0,0.000461182,0.263661795,0.366463619,0.007721037,0.007344473,0.63084444,0.013116115,0.174683315,0.825316685,0.008405311,0.371378469,0.005365848,0.106388522,0.179496267,0.412420303,0.464767616,0.001190996,0.005307898,0.00144585,0.009364686,0.138548387,0.043878795,0.394484521,0.000726417,0.795460033,0.708040936,0.731898347,0.069006672,0.007277253,0.002079894,0.175964228,0.337259108,0.277138221,0.001501341,0.962557338,0.736428256,0.337463876,0.0,0.93531952,0.002257668,0.069071216,4970000000.0,5320000000.0,0.593924397,1570000000.0,0.671564511,0.03174073,0.962557338,0.337463876,0.110933234,0.59866811,0.452788013,0.545495876,0.30453651,0.037562592,0,0.807160917,0.000354275,0.623791041,0.601293486,0.841303001,0.284291538,0.026845291,0.565403943,1,0.020304591
4099,0,0.46282845,0.523277366,0.512340061,0.59742141,0.597435824,0.998970936,0.797369401,0.80929682,0.303485613,0.781553694,5960000000.0,2870000000.0,0.462546656,0.000274027,0.0,0.1700729,0.1700729,0.1700729,0.210173017,0.320860154,0.088479514,0.099503298,0.166603901,0.022055817,0.847959798,0.688892036,0.688892036,0.217534812,5480000000.0,0.000496617,0.263675004,0.383322156,0.009448332,0.008522284,0.629458501,0.011678932,0.166218218,0.833781782,0.006928119,0.370486017,0.005365848,0.099451203,0.165598371,0.416509138,0.337331334,0.000827813,0.007631385,0.00029024,0.002714314,0.105967742,0.101860964,0.395445603,0.003977904,0.836669864,0.813816388,0.867036027,0.089052653,0.00861158,0.002757621,0.171259423,0.344085067,0.277113937,0.002515631,0.983721701,0.740008255,0.336455555,0.0,0.931596965,0.002199674,0.032865616,864000000.0,8590000000.0,0.593939607,2680000000.0,0.671556975,0.056569264,0.983721701,0.336455555,0.110933234,0.577122741,0.449152168,0.583006565,0.300612542,0.030854648,0,0.790120749,0.009573211,0.624043267,0.597417609,0.839426591,0.283248934,0.026506939,0.563304606,1,0.021530377
4109,0,0.473943353,0.533198866,0.524010921,0.596664697,0.596664697,0.998969203,0.797373689,0.809302939,0.303496489,0.781560992,488000000.0,0.0,0.468070758,0.000270027,0.0,0.168724453,0.168724453,0.168724453,0.214049352,0.324396972,0.024381022,0.096164807,0.169390676,0.022050808,0.847957033,0.689094157,0.689094157,0.217558409,5510000000.0,0.000398621,0.263815651,0.382660855,0.005893897,0.003653833,0.637319352,0.009136505,0.147988028,0.852011972,0.005430988,0.377683786,0.00768073,0.096145391,0.168396049,0.397963353,0.109445277,0.001700263,0.003720481,0.000146362,0.000211819,0.031451613,0.038614632,0.393037245,0.022541157,0.750012983,0.143873209,0.22876364,0.052533767,0.003642824,0.003832235,0.072424027,0.350031109,0.248761088,0.006166959,0.458843492,0.731874797,0.330000757,0.025229186,0.932499307,0.002219705,0.011941604,6960000000.0,4480000000.0,0.593914093,4900000000.0,0.671583807,0.273341322,0.458843492,0.330000757,0.121998341,0.658908203,0.462025933,0.609522693,0.317542946,0.048723985,0,0.795227315,0.027176357,0.622541722,0.596663898,0.839973731,0.281405128,0.023922831,0.573136595,1,0.024628705
4111,0,0.484278263,0.553368949,0.540767707,0.601702244,0.601738278,0.998992313,0.797445211,0.809386526,0.303573108,0.781650255,0.000107079,968000000.0,0.465589693,0.000254025,0.0,0.178205722,0.178205722,0.178205722,0.221329299,0.321036995,0.018134519,0.097874766,0.174211042,0.022039698,0.84795661,0.689282687,0.689282687,0.217579703,619000000.0,0.000445061,0.263725513,0.377109646,0.008838038,0.005057474,0.631055397,0.004780273,0.101460229,0.898539771,0.006415218,0.37293299,0.005937409,0.097830866,0.173154362,0.398550152,0.091454273,0.000825784,0.007655294,0.000111396,0.00037144,0.024354839,0.017305348,0.393760883,0.005644563,0.776780776,0.19663324,0.295787522,0.034941373,0.005734028,0.002927539,0.062995219,0.348043253,0.277534732,0.008366654,0.579245968,0.733568866,0.328712478,0.007824962,0.93586378,0.002361531,0.015807848,0.000120727,8210000000.0,0.593944124,4070000000.0,0.671569095,0.122275026,0.579245968,0.328712478,0.114296555,0.639370043,0.458392255,0.589166477,0.314060256,0.032935375,0,0.808125654,0.002341394,0.623702852,0.60169944,0.840900442,0.278245749,0.026987684,0.565948534,1,0.037389595
4128,0,0.506556818,0.573593546,0.556774988,0.598358293,0.598358293,0.998986189,0.797442029,0.80935632,0.303580358,0.781611518,5900000000.0,2900000000.0,0.456599817,0.000706071,0.153051928,0.194892756,0.194892756,0.194892756,0.2312565,0.303069958,0.080176052,0.104796026,0.187843639,0.022129507,0.848036887,0.689424215,0.689424215,0.21759579,9060000000.0,0.000472861,0.264096945,0.356124958,0.008204655,0.005612069,0.631279708,0.00970463,0.152492669,0.847507331,0.005952038,0.376078938,0.006463269,0.104768186,0.186893899,0.407156532,0.263868066,0.001193024,0.005297651,0.000223364,0.000946379,0.063387097,0.055106267,0.396644128,0.007798482,0.792365813,0.429383908,0.56698668,0.038963592,0.006036199,0.001602876,0.128796169,0.3290773,0.277484412,0.005952176,0.802218311,0.735476213,0.333179682,0.004878613,0.938044954,0.002409243,0.017959908,884000000.0,6930000000.0,0.593933457,1820000000.0,0.671562546,0.131972826,0.802218311,0.333179682,0.116302886,0.615966894,0.454764697,0.507494847,0.309388228,0.035410191,0,0.814801716,0.03459605,0.623733797,0.598355156,0.841839449,0.281817389,0.026995865,0.56597609,1,0.023796971
4131,0,0.562180081,0.593818142,0.607848386,0.606199282,0.606199282,0.999099425,0.797580232,0.80945514,0.303584951,0.781721273,7150000000.0,5330000000.0,0.473475756,0.000257026,0.214900294,0.180101976,0.180101976,0.180101976,0.233714664,0.329525359,0.027632833,0.113101539,0.190178504,0.022339735,0.849087043,0.690887476,0.690884591,0.217770977,89000000.0,0.00050867,0.264796295,0.387131627,0.008795604,0.005884063,0.630712251,0.00537302,0.109441606,0.890558394,0.005607795,0.372160203,0.006141537,0.113049001,0.188884699,0.399059247,0.148425787,0.001690118,0.003739267,0.00016566,0.000251914,0.034032258,0.035759294,0.408471088,0.016644519,0.77849932,0.234063351,0.318828294,0.046710123,0.006292645,0.003619968,0.068143376,0.362034552,0.277437701,0.006815382,0.582489832,0.733751719,0.329035928,0.013902487,0.942034352,0.002648275,0.013055611,8850000000.0,6730000000.0,0.593936877,3860000000.0,0.671576114,0.24606775,0.582489832,0.329035928,0.11763527,0.648911426,0.460653534,0.641093765,0.31545261,0.033090544,0,0.827930992,0.011337736,0.623684998,0.606196524,0.842394854,0.278676006,0.026815253,0.56527073,1,0.03446451
4139,0,0.466825915,0.541266899,0.521387655,0.605896597,0.605896597,0.99906245,0.7974762,0.809417643,0.303480537,0.781656712,0.00010361,0.0,0.476206772,0.00060006,0.0,0.208840757,0.208840757,0.208840757,0.218492956,0.331081559,0.009891556,0.099910431,0.173307223,0.022005816,0.847973127,0.689260152,0.689260152,0.217573498,5980000000.0,0.000448281,0.263825753,0.390149398,0.03530535,0.002809777,0.633247832,0.003596604,0.083381201,0.916618799,0.01460593,0.373451909,0.005365848,0.099866465,0.172370108,0.408895492,0.034482759,0.004017327,0.001574608,439000000.0,0.000754228,0.014193548,0.160656845,0.446462088,0.027873329,0.951671654,0.076654722,0.883708542,0.06717929,0.003052407,0.007453758,0.047452694,0.364396798,0.277527443,0.083584124,0.52610687,0.743512189,0.327925445,0.004862251,0.94701074,0.002398616,0.006464833,0.00104508,9060000000.0,0.59451535,0.000207432,0.671643841,0.024518205,0.52610687,0.327925445,0.116561966,0.672905358,0.468236495,0.630082425,0.318468191,0.008229535,0,0.802332448,0.010008624,0.623212269,0.605895583,0.840453185,0.27738729,0.026791157,0.565158396,1,0.046005227
4140,0,0.490713206,0.555058875,0.538786873,0.598242984,0.598242984,0.99899497,0.797439678,0.809351242,0.30355788,0.781612361,4830000000.0,1700000000.0,0.466136568,0.000233023,0.21145865,0.199359488,0.199359488,0.199359488,0.228609246,0.331399873,0.066563819,0.105854572,0.184228365,0.022116928,0.848221993,0.689669155,0.689669155,0.217624431,640000000.0,0.000459834,0.264143569,0.390382251,0.009467053,0.006410584,0.630831427,0.009076318,0.147504308,0.852495692,0.007353952,0.371649112,0.005891099,0.105851124,0.183274263,0.406226764,0.187406297,0.000866363,0.007303484,0.000114835,0.001521317,0.050483871,0.082845938,0.401426924,0.006833813,0.811562755,0.427865774,0.610403297,0.134599205,0.006432598,0.005911639,0.12060616,0.351764526,0.277425099,0.008187027,0.775514536,0.736936823,0.332517196,0.003780568,0.946268942,0.002442237,0.010966812,0.000122897,8790000000.0,0.593948765,7810000000.0,0.671578905,0.062063038,0.775514536,0.332517196,0.115260688,0.657669702,0.461820862,0.617656381,0.317303275,0.0307954,0,0.809580303,0.002229467,0.6238065,0.598238212,0.841298095,0.281361647,0.026847358,0.565412842,1,0.024722412
4142,0,0.592258568,0.63257741,0.631190107,0.610054916,0.609615301,0.999112251,0.797554362,0.809444464,0.303512924,0.781712291,0.000113324,7220000000.0,0.466748866,0.00059806,0.163275635,0.210020648,0.210020648,0.210020648,0.279001607,0.343743368,0.097992952,0.16448172,0.231452888,0.02219008,0.848157526,0.689888963,0.689888963,0.217649478,9370000000.0,0.000562297,0.265038736,0.398243359,0.006864253,0.005917127,0.630842728,0.011003201,0.161804275,0.838195725,0.005419031,0.3736219,0.005365848,0.164451935,0.230555765,0.410253971,0.251874063,0.000799408,0.007920006,0.000262725,0.00056813,0.070806452,0.028938208,0.406560232,0.006384602,0.771725115,0.525913251,0.592784897,0.011631796,0.005939953,0.000385807,0.159857492,0.355833791,0.277548703,0.002742864,0.942011639,0.733844361,0.335461745,0.001241777,0.947837645,0.00249528,0.031650076,10000000000.0,9290000000.0,0.593924734,579000000.0,0.671573346,0.193336776,0.942011639,0.335461745,0.112459191,0.645655469,0.45970488,0.643922026,0.315125665,0.042086265,0,0.845116731,0.00786656,0.623723813,0.610053114,0.845053272,0.282758621,0.02685402,0.565441312,1,0.022216236
4148,0,0.570516258,0.631541648,0.608972643,0.59973479,0.599871719,0.999048584,0.797506773,0.80940228,0.303562956,0.781662606,2080000000.0,492000000.0,0.473774356,0.00019502,0.201639842,0.276979478,0.276979478,0.276979478,0.280136144,0.339074768,0.150112679,0.156746193,0.243127212,0.022117418,0.848051757,0.68944473,0.689445076,0.217597307,9730000000.0,0.00059611,0.264181644,0.381915726,0.029346554,0.020911755,0.630662936,0.002565225,0.064667291,0.935332709,0.007542633,0.370622457,0.005466389,0.156716661,0.237553729,0.401584624,0.373313343,0.001961998,0.003221799,0.00017101,0.001981268,0.063709677,0.130188153,0.430089776,0.008560688,0.921703813,0.576569104,0.784858794,0.254681936,0.020778256,0.02646648,0.050696722,0.367585229,0.277161159,0.022462435,0.719732304,0.740992469,0.327893769,0.00242315,0.957362015,0.003315943,0.007862599,8860000000.0,6700000000.0,0.593970754,8650000000.0,0.671594763,0.08446061,0.719732304,0.327893769,0.113227033,0.728486038,0.491782048,0.623032152,0.324809751,0.009944352,0,0.84596892,0.015998715,0.625306869,0.599733908,0.843015834,0.276639746,0.026803794,0.565217941,1,0.059659955
4151,0,0.530882855,0.584114697,0.572246908,0.602891365,0.602891365,0.999030905,0.797444658,0.809351242,0.303491413,0.781616992,8700000000.0,0.0,0.463610209,0.000307031,0.27320579,0.182883149,0.182883149,0.182883149,0.240710977,0.327297163,0.112134549,0.131911082,0.199593282,0.022134769,0.848108624,0.689769854,0.689769854,0.217628135,9130000000.0,0.000567063,0.264417092,0.391667598,0.010118533,0.006942096,0.631026287,0.01248142,0.171085649,0.828914351,0.016035569,0.379323302,0.005365848,0.131931213,0.195113491,0.411935324,0.391304348,0.001209256,0.005230193,0.000266356,0.009976692,0.113548387,0.06455356,0.407057733,0.000516766,0.854123306,0.763120695,0.936216072,0.161745828,0.007990225,0.004960261,0.1729348,0.347105643,0.277246384,0.005848531,0.96548867,0.742020745,0.336954533,0.000476641,0.939647696,0.002331699,0.04182303,0.000100301,8490000000.0,0.593946323,5140000000.0,0.67158326,0.011001894,0.96548867,0.336954533,0.111921543,0.687601993,0.465955505,0.600196402,0.324401971,0.028851118,0,0.820863249,0.000773568,0.623886804,0.602890933,0.842766087,0.283831042,0.026893749,0.565604291,1,0.02081155
4157,0,0.499975625,0.562527257,0.546763745,0.59782499,0.59782499,0.999003752,0.797411318,0.809328848,0.303489963,0.781589624,328000000.0,0.0,0.459505297,0.00040404,0.255390222,0.180691922,0.180691922,0.180691922,0.230972866,0.309931386,0.146891117,0.124745542,0.18656323,0.022175842,0.848171161,0.689679686,0.689679686,0.217613816,9200000000.0,0.000478351,0.264225159,0.365271413,0.009350361,0.007318896,0.631213614,0.016673506,0.191583275,0.808416725,0.005472646,0.379326657,0.005365848,0.124774049,0.18557424,0.422119897,0.446776612,0.000996216,0.006348813,0.000334951,0.001985807,0.135645161,0.141550754,0.412326723,0.016025165,0.828304488,0.66597772,0.796686859,0.018260674,0.007582982,0.000608792,0.15903662,0.336158716,0.277254534,0.004917913,0.792276715,0.740967231,0.338004401,0.004666471,0.936050087,0.002340763,0.021786786,7100000000.0,6270000000.0,0.593935424,5080000.0,0.671565012,0.177679454,0.792276715,0.338004401,0.120768052,0.609031464,0.454735319,0.536919889,0.305663413,0.031170194,0,0.810082407,0.000998142,0.623986319,0.597823731,0.841885094,0.286871431,0.026950951,0.565820248,1,0.018172776
4159,0,0.543703993,0.606356302,0.587237004,0.600325747,0.600325747,0.999043385,0.797557405,0.809444724,0.303662294,0.781707799,3330000000.0,407000000.0,0.466158375,0.00029703,0.176637311,0.224221482,0.224221482,0.224221482,0.256689042,0.326660536,0.066140327,0.120755639,0.21277397,0.022113625,0.848055992,0.689412731,0.689412731,0.217604428,7700000000.0,0.000488732,0.263989712,0.377314556,0.011922584,0.011894142,0.630715675,0.005005517,0.104574175,0.895425825,0.00869046,0.371954425,0.005869772,0.120710994,0.211258578,0.400502128,0.191904048,0.000793321,0.007963555,0.001952193,0.001726328,0.041290323,0.126660106,0.426889939,0.009440009,0.814900863,0.485487342,0.473529996,0.078560446,0.011846043,0.005547276,0.074836269,0.350326823,0.27699279,0.000552798,0.670242662,0.736034225,0.329236897,0.006858012,0.951151406,0.003161681,0.007407641,9720000000.0,0.000105859,0.593952295,4770000000.0,0.671576789,0.053617157,0.670242662,0.329236897,0.115686147,0.652511067,0.461581932,0.597712343,0.315950249,0.024549177,0,0.836381355,0.004265238,0.62485151,0.60032586,0.842942061,0.27840914,0.026818149,0.565283894,1,0.036199266
4162,0,0.517281724,0.578063672,0.570533754,0.614206028,0.614206028,0.999056095,0.797537623,0.809441599,0.303601386,0.781686466,0.000243415,4970000000.0,0.467778868,0.000237024,0.092620711,0.18528507,0.18528507,0.18528507,0.230594687,0.327969159,0.029780541,0.108460223,0.187768321,0.022140253,0.848091107,0.689647947,0.689647947,0.217611294,7780000000.0,0.000494346,0.264365806,0.382251034,0.008738194,0.005481062,0.630944097,0.008104214,0.139069444,0.860930556,0.005162914,0.375943617,0.005365848,0.108424121,0.185875877,0.402326831,0.116941529,0.000742597,0.008525427,751000000.0,0.000148274,0.033225806,0.007114845,0.394190543,0.007376565,0.783901123,0.262858188,0.387040232,0.034002603,0.005774263,0.002165334,0.083032332,0.351565695,0.277529631,0.008005563,0.56183611,0.734515972,0.330312492,0.014957358,0.941554577,0.002356047,0.032677086,0.000135854,9410000000.0,0.593946642,3380000000.0,0.671567815,0.455061624,0.56183611,0.330312492,0.121280952,0.637095515,0.458207504,0.613812254,0.313540504,0.033301858,0,0.820072779,0.000994772,0.62372275,0.614204442,0.842147977,0.280656346,0.026878601,0.565543485,1,0.026432913
4163,0,0.609223419,0.639391627,0.65747631,0.602473371,0.602473371,0.999077009,0.797500547,0.809412044,0.303492622,0.781686606,3410000000.0,1340000000.0,0.46248962,0.000126013,0.072983095,0.167839535,0.167839535,0.167839535,0.249598185,0.320895522,0.064537108,0.130201124,0.198312872,0.023528284,0.853464571,0.696683824,0.696683824,0.218648875,0.000181439,0.000658247,0.266916101,0.382781938,0.007331022,0.004434882,0.630660539,0.013231016,0.175287964,0.824712036,0.005139165,0.377370645,0.005365848,0.130180598,0.196991177,0.407141795,0.365817091,0.002629523,0.002405462,0.000235784,0.000600659,0.097580645,0.02813037,0.40284028,0.007942891,0.785527262,0.496887198,0.69405291,0.200637401,0.005095223,0.006063982,0.175479026,0.343827107,0.277827901,0.006126322,0.956456113,0.735449355,0.33749048,0.001162988,0.931752933,0.002730318,0.015165951,9870000000.0,724000000.0,0.593928785,8450000000.0,0.671580736,0.292342176,0.956456113,0.33749048,0.112787391,0.668836585,0.46305788,0.582534246,0.320467033,0.039496879,0,0.840386215,0.000857032,0.637096828,0.602469432,0.845069403,0.28437457,0.026805167,0.565224326,1,0.020218307
4164,0,0.425583776,0.498909725,0.474757749,0.596909728,0.596722351,0.998951987,0.797320843,0.809252032,0.303440173,0.781487027,6680000000.0,4470000000.0,0.457876416,0.000612061,0.0,0.198558847,0.198558847,0.198600986,0.189089534,0.307490981,0.07361193,0.092256331,0.153649168,0.022017226,0.847891097,0.688926401,0.688926401,0.217531872,7810000000.0,0.00042128,0.262711456,0.359831973,0.00868328,0.007534121,0.630267736,0.009226785,0.14874384,0.85125616,0.007187128,0.372361508,0.005365848,0.092326608,0.153668652,0.405171063,0.223388306,0.000868392,0.00727872,0.000476918,0.001587132,0.051774194,0.107295507,0.388887633,0.008548725,0.795519569,0.489341034,0.531230378,0.002030361,0.007779396,9410000000.0,0.114281414,0.332930009,0.277164961,0.0026897,0.728157851,0.735647777,0.332234569,0.004686204,0.927791301,0.002122687,0.029605212,9340000000.0,9070000000.0,0.593937289,106000000.0,0.67157127,0.066461138,0.728157851,0.332234569,0.115647821,0.640389775,0.458839261,0.527410283,0.314090859,0.033506285,0,0.77735281,0.089997173,0.62393962,0.596908116,0.838310869,0.281470548,0.026693788,0.564647003,1,0.024489979
